,n_rep,categories,session,clust,accuracy,accuracy_std,accuracy_sem,weighted_accuracy,weighted_accuracy_std,weighted_accuracy_sem,shuffled_control_accuracy,shuffled_control_accuracy_std,shuffled_control_accuracy_sem,synthetic_control_accuracy,synthetic_control_accuracy_std,synthetic_control_accuracy_sem,pval_shuffled_control,pval_synthetic_control,fraction_empty_trials
10,500,stimulus_off,BS_103_1_opto_AC.pickle,77,0.539934046345811,0.07562076544716019,0.003385250385714,0.5512414478592196,0.07579074982242247,0.003392859931432286,0.5071033868092691,0.0790155138061709,0.0035372201935278745,0.5071461675579323,0.0902253554359997,0.004039041624146518,5.965389758616173e-11,7.582499139405716e-09,0.5585098039215686
11,500,stimulus_off,BS_103_1_opto_AC.pickle,82,0.5135695121951219,0.06944100302808635,0.003108606226016775,0.505948578873958,0.06960589722989947,0.003115987904276563,0.5043475609756097,0.07124154223050846,0.003189209430618713,0.501989024390244,0.08204821802937923,0.003672982679938384,0.04012360953259617,0.015057716824581367,0.5991048780487805
12,500,stimulus_off,BS_103_1_opto_AC.pickle,86,0.6112085365853658,0.06656964009554898,0.002980066367719664,0.6224631827577448,0.06606740517699418,0.0029575832449728477,0.5114646341463415,0.07138847418165298,0.0031957870081047966,0.4997036585365854,0.07920495078047844,0.0035457005571760208,3.5847763969244666e-80,2.8847288233245965e-85,0.5819317073170732
13,500,stimulus_off,BS_103_1_opto_AC.pickle,96,0.5028,0.07434467200680973,0.0033281245977692586,0.500813800777904,0.07440604952180514,0.003330872232695773,0.502309756097561,0.0735061697807457,0.003290588082932091,0.4965121951219512,0.0766790381779486,0.0034326251795144588,0.9434906985592074,0.10333789370707588,0.8166341463414634
14,500,stimulus_off,BS_103_1_opto_AC.pickle,130,0.4684190476190476,0.10240094777055724,0.004584095993844189,0.4653200945626477,0.1031882137865034,0.004619338860910953,0.4990952380952381,0.11026590207764925,0.004936179703183394,0.4943333333333333,0.1041545054125477,0.004662596014953706,1.0871227826009536e-05,0.00018350198100046774,0.9807619047619048
15,500,stimulus_off,BS_103_1_opto_AC.pickle,134,0.5930736842105263,0.10962516644965048,0.004907496437165158,0.5870683962814012,0.11135277515599779,0.004984834824378544,0.5065263157894736,0.1149296304031225,0.005144956856116412,0.5084947368421053,0.11163094667182413,0.004997287491654226,6.991090724435152e-30,9.009285776280331e-29,0.9059105263157895
16,500,stimulus_off,BS_103_1_opto_AC.pickle,162,0.5796411290322581,0.07496576666256359,0.0033559286131150806,0.5675355086642454,0.0747282936652144,0.003345297861745145,0.49863911290322577,0.08864155822558914,0.003968141123659234,0.4971814516129032,0.08714962544836806,0.003901353039993563,1.255244192760385e-44,5.48038259332606e-47,0.7651834677419354
17,500,stimulus_off,BS_103_1_opto_AC.pickle,165,0.61041,0.0852783918834204,0.003817585121088718,0.61323423253799,0.08511547835282748,0.0038102921098501176,0.4984466666666667,0.09449372959796504,0.00423012029404257,0.49553,0.10039799793267239,0.004494431644757385,9.022883288790031e-66,1.57782678635181e-63,0.54281
18,500,stimulus_off,BS_103_1_opto_AC.pickle,169,0.6020320197044334,0.08720390651852714,0.003903782994419525,0.6021423754816613,0.0871522727025277,0.003901471547365342,0.498628078817734,0.09363647205693719,0.004191744175998003,0.5084704433497537,0.09347836711789202,0.0041846664268808,3.9383248309754665e-56,5.740878895315324e-48,0.8940049261083743
19,500,stimulus_off,BS_103_1_opto_AC.pickle,180,0.4773121951219513,0.06391955626264784,0.0028614323223690964,0.4942084769086033,0.06355156982170612,0.0028449589868537882,0.5086695121951219,0.07096327337052488,0.003176752405620072,0.4969353658536586,0.07950976663768608,0.0035593459889840984,1.5597912608617534e-13,1.4432324426843949e-05,0.6258768292682927
20,500,stimulus_off,BS_103_1_opto_AC.pickle,181,0.6679463414634146,0.06997564104089278,0.0031325399104798735,0.6724678290325109,0.06931487287469425,0.0031029598648896956,0.4991036585365854,0.07509469804783754,0.0033617003746034546,0.5085073170731708,0.07486236055561932,0.0033512995200167986,2.3548324870848162e-135,1.9349117430876607e-128,0.9339817073170732
21,500,stimulus_off,BS_103_1_opto_AC.pickle,182,0.6197353658536585,0.06822396380349996,0.003054124067841069,0.6263830687956058,0.0680277335427501,0.0030453395949259355,0.5056134146341464,0.07500288405123086,0.003357590215633378,0.4978073170731707,0.07790121526445376,0.003487337339977756,7.673373595080383e-91,1.3377625477258907e-96,0.9437719512195122
22,500,stimulus_off,BS_103_2_opto_AC.pickle,24,0.477,0.10367507251580306,0.004641133650892305,0.475725567289853,0.10180408523388425,0.004557376757130005,0.5076363636363637,0.10808567156054595,0.004838579180954794,0.4835818181818181,0.1479000008381808,0.006620913342042276,3.622387624846932e-08,0.10543194296855889,0.23732727272727278
23,500,stimulus_off,BS_103_2_opto_AC.pickle,42,0.4833235294117647,0.11150976534889709,0.004991862670604685,0.4800325831320487,0.11151856414683288,0.004992256558896211,0.4986764705882352,0.12041248850324145,0.005390403293857275,0.4974632352941176,0.1249862611394385,0.005595153477081394,0.028285556657829346,0.027601237045185613,0.8136470588235295
24,500,stimulus_off,BS_103_2_opto_AC.pickle,45,0.4947333333333333,0.10820350818561046,0.004843854272764458,0.49702978458049885,0.10802348712446874,0.0048357954232796235,0.4951047619047619,0.13132977791382053,0.005879128288500954,0.4920571428571428,0.12834422393935033,0.005745476537108574,0.6328658288195532,0.6516905354375996,0.7747619047619048
25,500,stimulus_off,BS_103_2_opto_AC.pickle,64,0.5595999999999999,0.09245452936443946,0.004138833154375701,0.5595999999999999,0.09245452936443946,0.004138833154375701,0.5028,0.08131518923300861,0.003640167804275865,0.49870000000000003,0.11078497190503774,0.004959416459952369,2.0468937119589154e-21,1.1639679007859982e-19,0.305
26,500,stimulus_off,BS_103_2_opto_AC.pickle,72,0.5454000000000001,0.08147907706890155,0.003647504431409824,0.5454000000000001,0.08147907706890155,0.003647504431409824,0.5087999999999999,0.07538275664898439,0.0033745956486049057,0.5047,0.10743793557212461,0.004809582535765102,5.833911222263814e-11,3.1204280048999336e-10,0.25
27,500,stimulus_off,BS_103_2_opto_AC.pickle,76,0.6042761904761904,0.11888709138870465,0.00532211714071114,0.603276576647097,0.11893777157391387,0.0053243858973881335,0.5000285714285715,0.13173755639214024,0.005897382960254868,0.4944857142857143,0.12633119162473005,0.005655360834374981,3.3840325163779005e-35,6.013550475117542e-39,0.811152380952381
28,500,stimulus_off,BS_103_2_opto_AC.pickle,78,0.5035238095238095,0.1692019684355031,0.007574520378401764,0.4982685631828489,0.16912853097799418,0.00757123286630257,0.5021904761904762,0.1813647181723403,0.008118999834467852,0.4971428571428571,0.1984657706797806,0.008884548083743102,0.9696248597345342,0.6550258967747975,0.5580952380952381
29,500,stimulus_off,BS_103_2_opto_AC.pickle,81,0.5768444444444444,0.1364582620582228,0.006108710769256151,0.5704860149260651,0.13634771802948364,0.006103762138893646,0.49708888888888886,0.145035268592858,0.006492670314071042,0.5068666666666667,0.154306123511306,0.006907690778397128,7.527006357924172e-17,1.858301297886881e-12,0.6740888888888887
30,500,stimulus_off,BS_103_2_opto_AC.pickle,94,0.5481315789473683,0.09833256294985955,0.004401970076418461,0.5426085475786242,0.09852478535742658,0.004410575133184434,0.5003105263157894,0.09839009068294602,0.004404545371437872,0.5034578947368421,0.11405493294255999,0.005105800020051042,3.216048248785869e-13,4.240398450271288e-11,0.5288105263157895
31,500,stimulus_off,BS_103_2_opto_AC.pickle,99,0.5063,0.08863018673115837,0.003967632065655387,0.5063,0.08863018673115837,0.003967632065655387,0.5067,0.10015043684378017,0.004483349288387351,0.4979,0.10950155250040977,0.00490196271680578,0.9196075369176492,0.15185081000769196,0.535
32,500,stimulus_off,BS_103_2_opto_AC.pickle,105,0.4451,0.10412007491353434,0.004661054694135593,0.4451,0.10412007491353434,0.004661054694135593,0.4924,0.10780649331093188,0.004826081446085271,0.49810000000000004,0.10715124824284597,0.004796748648323193,1.3383943582054221e-11,4.845527013270456e-14,0.795
33,500,stimulus_off,BS_103_2_opto_AC.pickle,108,0.5497000000000001,0.11133243013605694,0.004983924056202701,0.5497000000000001,0.11133243013605694,0.004983924056202701,0.5005,0.10523663810669741,0.0047110389274077425,0.4907,0.10912611969643198,0.004885156036299966,1.7468945649399118e-12,7.105885759406394e-16,0.7
34,500,stimulus_off,BS_103_2_opto_AC.pickle,142,0.5217750000000001,0.11115858635051294,0.004976141739552151,0.5158525185185185,0.1112544215898258,0.004980431914068773,0.503,0.12286917161490644,0.005500379533877646,0.493025,0.12783532457162744,0.0057226950726432715,0.028433186523125657,0.00015198452744504315,0.7117083333333333
35,500,stimulus_off,BS_103_2_opto_AC.pickle,159,0.552,0.10509995242624993,0.0047049200359931915,0.552,0.10509995242624993,0.0047049200359931915,0.5013000000000001,0.10781145579204465,0.004826303597249726,0.5057999999999999,0.10510166506768578,0.004704996704353357,1.563544632114064e-12,2.722536652116207e-11,0.79
36,500,stimulus_off,BS_103_2_opto_AC.pickle,160,0.516281045751634,0.11692578810859153,0.00523431714759755,0.5138611484778973,0.11683826552835133,0.005230399098808109,0.5163986928104576,0.11373984189362552,0.005091694607488327,0.5027450980392157,0.11885196349394456,0.005320544600171743,0.9053264509569987,0.0981387208376535,0.7183660130718954
37,500,stimulus_off,BS_103_2_opto_AC.pickle,178,0.6570222222222222,0.11640848469352212,0.005211159466304063,0.645272115942029,0.11855121081171706,0.005307081061056596,0.5147111111111111,0.13224884139145687,0.005920271220257418,0.5030222222222223,0.15483245265467355,0.006931252506780354,5.6511831541671984e-58,1.355461513545695e-55,0.4059111111111111
38,500,stimulus_off,BS_103_2_opto_AC.pickle,179,0.5645,0.08315497579820465,0.0037225279621324156,0.5645,0.08315497579820465,0.0037225279621324156,0.495,0.0962548700066651,0.004308959766409646,0.4867,0.10894085551343904,0.004876862472445814,1.2559889048220501e-28,2.630225045603244e-33,0.485
39,500,stimulus_off,BS_103_3_opto_AC.pickle,60,0.5687826086956522,0.08858556680691745,0.003965634603518448,0.5602324172912408,0.08889447102180202,0.003979463055351792,0.49739130434782614,0.09813381551071919,0.004393072919122695,0.498695652173913,0.09965061839593305,0.004460974341726123,1.0949841754342244e-29,4.388349166064279e-28,0.7652173913043478
40,500,stimulus_off,BS_103_3_opto_AC.pickle,73,0.4401714285714286,0.11231898049165513,0.0050280881155330545,0.4391056207636207,0.11221302587107375,0.0050233449352958485,0.5085809523809524,0.11798331831814421,0.0052816587015824005,0.5021523809523809,0.12641648188991828,0.005659178951018192,1.057012726015338e-19,3.2882353883585465e-15,0.610904761904762
41,500,stimulus_off,BS_103_3_opto_AC.pickle,74,0.5465217391304348,0.08705537858971647,0.003897133971160869,0.5389136195018548,0.08756469773601713,0.003919934227496155,0.5027826086956522,0.09423760341774723,0.0042186545115257355,0.49686956521739123,0.09761635488493102,0.004369908200110888,2.2367285661625816e-12,2.804000475327158e-16,0.6391304347826088
42,500,stimulus_off,BS_103_3_opto_AC.pickle,75,0.5897857142857144,0.14390598901181767,0.006442116817095836,0.5929467261904762,0.14350593326183628,0.006424207862142479,0.496,0.1632359941799552,0.007307446691295735,0.5106071428571428,0.1761380307240516,0.007885021170066614,5.082881525125837e-19,2.5599326477814913e-13,0.4933571428571428
43,500,stimulus_off,BS_103_3_opto_AC.pickle,76,0.633718954248366,0.09942588388559875,0.004450913843352511,0.6288481354612349,0.10011407518881729,0.004481721517155991,0.4924836601307189,0.11145496582314524,0.004989409506918871,0.49161437908496736,0.1215205490352975,0.005440006895743033,6.91792999771676e-72,1.5683421555208143e-66,0.6129019607843137
44,500,stimulus_off,BS_103_3_opto_AC.pickle,78,0.5158666666666667,0.11590849624222456,0.005188776909243195,0.5158666666666667,0.11590849624222456,0.005188776909243195,0.49464761904761906,0.12974321612908812,0.005808104028670136,0.4967333333333333,0.1278050708897136,0.005721340731838037,0.005235881635785504,0.01822016290895214,0.7973809523809524
45,500,stimulus_off,BS_103_3_opto_AC.pickle,79,0.5076491228070176,0.10006515028296561,0.004479531337574681,0.5083544435788825,0.10017441187094496,0.004484422558004198,0.49946783625730995,0.11441654881795574,0.005121988169885615,0.5065380116959064,0.11054458155327943,0.004948655109862884,0.1658804499497133,0.9830813011569356,0.7204502923976609
46,500,stimulus_off,BS_103_3_opto_AC.pickle,93,0.6242666666666666,0.1806962337429557,0.008089074361497082,0.6359494017094016,0.1787598165188981,0.008002388421254588,0.5048666666666667,0.20033495284980435,0.008968224169598964,0.5011333333333333,0.2124901148027571,0.009512363949807902,1.9897661146227768e-20,3.640344354600434e-20,0.5524666666666667
47,500,stimulus_off,BS_103_3_opto_AC.pickle,94,0.4404,0.1842674867323768,0.008248945601736876,0.44595814814814816,0.18492877727771875,0.008278549032229153,0.5046666666666666,0.2088391193665061,0.009348922947383178,0.5094,0.21561920137130644,0.009652441102564519,1.1774626480908225e-06,6.258372053560954e-07,0.8424666666666667
48,500,stimulus_off,BS_103_3_opto_AC.pickle,100,0.5028717948717949,0.12986098874222068,0.005813376254912173,0.5028717948717949,0.12986098874222068,0.005813376254912173,0.4983974358974359,0.13881121266432772,0.0062140433045694615,0.5016153846153846,0.13982773519319072,0.006259549102647173,0.7032877475408759,0.941076027997411,0.983948717948718
49,500,stimulus_off,BS_103_4_opto_AC.pickle,11,0.5391851851851851,0.08999238884233869,0.004028612607111501,0.5384462779271347,0.09000855882301283,0.004029336474861192,0.49897619047619046,0.09389726075999924,0.004203418681703021,0.5026058201058201,0.09783071912888205,0.004379504461603713,1.8663994559814104e-11,2.8969536748860045e-09,0.7683677248677249
50,500,stimulus_off,BS_103_4_opto_AC.pickle,15,0.612621693121693,0.08428516870092488,0.0037731223450012097,0.614376194256067,0.0840980324904018,0.00376474497768539,0.5015343915343915,0.09433435849898826,0.0042229858638223455,0.5005502645502645,0.096100764330477,0.004302061048885806,6.091571789084256e-64,2.9848809600410194e-63,0.7445396825396825
